,제목,채널 명,스트리밍 시작 시간,댓글 작성자,댓글 내용,댓글 작성 시간
0,바모스,2023-01-24 21:12:54,네이버는 그냥 클릭장사
0,Seasons lee,2023-01-24 21:12:56,바로바로 올라오니깐 그런기자들은 ㅋ
0,앨런어른버슨,2023-01-24 21:12:56,그런거 계속 봐주면 기자들 버릇나빠짐
0,에그베네,2023-01-24 21:13:00,정답이네ㅋㅋㅋㅋㅋㅋㅋ어차피 번역해서 쓰는 기사인데ㅋㅋㅌㅋㅋ
0,equals,2023-01-24 21:13:08,맞아요 ㅋ
0,JuS Yun,2023-01-24 21:13:11,네이버는 개인 댓글로도 기사쓰는
0,K,2023-01-24 21:16:48,축구애기 들어라 옴
0,lmr,2023-01-24 21:16:50,
0,최강기아타이거즈,2023-01-24 21:16:53,조규성 여름이적 노려야죠
0,서하늘,2023-01-24 21:16:53,저두 둘다 싫어해요
0,이천원,2023-01-24 21:16:54,조규성 갔으면 딱좋긴했는데
0,미친호랑이,2023-01-24 21:16:58,축구이야기나합시다
0,JuS Yun,2023-01-24 21:16:59,조규성은 월드컵 버프빨인데 이걸 이용해서 나갔어야
0,에그베네,2023-01-24 21:17:01,축구 얘기 합시다아아아
0,madlife,2023-01-24 21:17:03,국뽕튜브에 절여진 사람들 보면 정치병자들이 많더라 ㅋㅋ
0,B.W PARK,2023-01-24 21:17:08,전북에서 이제 여름되면 이적료가 안 맞네 어쩌고 하면서 애먹일듯
0,다그래,2023-01-24 21:17:13,조규성은 물건너갔구나
0,bigflower,2023-01-24 21:17:14,조규성은 마인츠 컨택을 안했나 봐요. 이번이 기회인데.
0,Tele,2023-01-24 21:17:16,정말 아쉽네요 조규성 갔으면 했는데
0,김태완,2023-01-24 21:17:18,달수형은 왼쪽
0,김태완,2023-01-24 21:17:26,아조르케?
0,에그베네,2023-01-24 21:17:30,나이 많아보이는데?
0,쿠쿠,2023-01-24 21:17:32,프랑스산
0,Daniel,2023-01-24 21:17:33,오현규는 셀틱 확정인가요??
0,Kim Ronaldo,2023-01-24 21:17:37,뒤에 아르샤빈 임?? ㅋㅋ
0,쿠쿠,2023-01-24 21:17:44,즉시전력감 사야지
0,EunDo Jo,2023-01-24 21:17:45,강하게 생겼다
0,JuS Yun,2023-01-24 21:17:47,이번 월드컵 황의조 때문에 주전된건데 다음월드컵에 오현규한테 밀려 벤치로 가면 웃길듯
0,월클로가는김민재,2023-01-24 21:17:52,인상 죽인다
0,김태완,2023-01-24 21:17:53,지단닮아서 축구 잘할듯
0,울트라 장,2023-01-24 21:17:54,한포스 하네요
0,김길상,2023-01-24 21:18:00,기회는 매번 오는게 아닌데
0,앨런어른버슨,2023-01-24 21:18:03,메시광고보소
0,W,2023-01-24 21:18:08,머리에다 뽀뽀하면 냄새 안 남??
0,냠냠,2023-01-24 21:18:19,와 700만
0,zizou,2023-01-24 21:18:28,비싸네
0,앨런어른버슨,2023-01-24 21:18:29,조규성2배네
0,에그베네,2023-01-24 21:18:33,아 얘도 94년생?
0,도라에몽,2023-01-24 21:18:34,아조르케?
0,다그래,2023-01-24 21:18:56,가격은?
0,JuS Yun,2023-01-24 21:18:58,저런 자리였는데 거부 ㅋㅋ
0,Daniel,2023-01-24 21:19:02,조규성 나가리
0,다그래,2023-01-24 21:19:05,조규성 살 이유가 없지 ㅡㅡ
0,탄이,2023-01-24 21:19:11,마인츠 규모로는 쉽지않은 결정했네
0,H,2023-01-24 21:19:19,조규성이 마인츠를 거절한게 아니라 전북구단이 거절한거지 진짜 불쌍해
0,쿠쿠,2023-01-24 21:19:25,조규성에 오퍼할 팀은 없지
0,Daniel,2023-01-24 21:19:26,오현규는 셀틱 확정?
0,에그베네,2023-01-24 21:19:39,마인츠 돈 더 쓸 수 있었구나?
0,lmr,2023-01-24 21:19:48,잘해야지
0,Tele,2023-01-24 21:19:49,애석하네요
0,JuS Yun,2023-01-24 21:19:54,조규성은 여름에 나가도 셀틱보다 아랫급에서 부를듯한데
0,앨런어른버슨,2023-01-24 21:19:55,구스타보 나간다던데요
0,Hojun Lee,2023-01-24 21:19:55,아이파크선수 한분 인터뷰한것도보니까 아이파크도 잘안보내고 막고 뭐 그런것은 구단도 시민구단아닌이상 뭐라할순없을듯
