comment,author,date,num_likes
애국가 어디감 ㅋㅋ,음식,2023-01-24T14:58:43Z,0
zzzzzzzzzzzzzzzzzzzzzzzㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,빙가빙,2023-01-24T14:58:01Z,0
"<a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=2m02s"">2:02</a> 여기 단체로 까와잉~~ 이날 준빈쿤 너무 커여웠음<br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=55m56s"">55:56</a> 침투부 버전 ditto 진짜 기괴함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ<br>나한테는 알보칠 다음으로 웃김ㄹㅇ 이건 풀버전으로 봐야됨<br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=28m22s"">28:22</a> 관통맨;;",최연우,2023-01-24T14:56:36Z,15
디토무친ㅋ,침착맨이남친인꿈꿈,2023-01-24T14:56:05Z,0
2022 수고한 침착맨 칭찬해~,UNE_JACK,2023-01-24T14:53:48Z,1
진짜 인정 안할라 그랫는데..준빈쿤 진짜 귀엽고 호감이다 준빈이 화이팅!!,귀여운마굴,2023-01-24T14:52:17Z,7
고된 하루를 끝내고 집에서 밥먹으면서 보는 1시간짜리 침착맨 영상 감사하다..,와이즈라이팅,2023-01-24T14:52:10Z,9
근데 올해는 어떨까? 코너부터 느껴지는건데  김풍이 뭔가 유튜브를 잘 꼬집고 긁어주는 듯... <br>객관화가 잘 되어있는 느낌?<br>준빈쿤도 물론이구유유우욹♡♡,서윗,2023-01-24T14:51:46Z,1
와 마지막 디토 합창은 항마력 ㅈ된다..ㅋㅋㅋ,jm kim,2023-01-24T14:50:51Z,5
마지막 장송곡 ㄹㅇ 개터졌네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,구양천,2023-01-24T14:49:31Z,0
개회사하는거 ㅋㅋㅋ 기안84가 나혼산에서 기라인 이랍시고 셋이서 mt 가서도 개회사 저렇게 고급지게 준비했었는데 똑같네 둘이 ㅋㅋㅋ,김태정,2023-01-24T14:48:08Z,1
어허ㅋ,침착맨이남친인꿈꿈,2023-01-24T14:56:45Z,0
꿀잼꿀잼,Premium,2023-01-24T14:46:39Z,1
주펄 애국가가 개웃긴데 빠졌네 ㅋㅋㅋㅋㅋ,Man Long,2023-01-24T14:45:16Z,0
허술한 시상식을 보면서 뭔가 가슴이 따듯해지는 이 기분이...이걸 보고 비로서 연말느낌이 나네,이광배,2023-01-24T14:44:08Z,13
"쭈형 오늘 좀 빡셈<br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=11m54s"">11:54</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=12m10s"">12:10</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=12m35s"">12:35</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=15m40s"">15:40</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=16m10s"">16:10</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=20m55s"">20:55</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=22m42s"">22:42</a> <br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=25m45s"">25:45</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=29m45s"">29:45</a><br><a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=30m55s"">30:55</a>",Hyunu,2023-01-24T14:41:23Z,1
마지막 6아재의 띠또 끔찍하다 정말,얼굴수재tv facegenius,2023-01-24T14:40:47Z,0
ㅋㅋㅋㅋ디토 미쳣네여,구마 go,2023-01-24T14:39:52Z,1
쭈형..,나만없어고양이,2023-01-24T14:38:56Z,0
중간에 침부투 ㅋㅋㅋㅋㅋㅋ,굥찬경,2023-01-24T14:37:51Z,0
"<a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=37m13s"">37:13</a><br>돈이 세상의 전부예요?<br>뭐하는 거야!",esther,2023-01-24T14:37:40Z,1
"<a href=""https://www.youtube.com/watch?v=2KxEIeVNOtQ&amp;t=2m01s"">2:01</a> 동시에 쑥 내려가는 거 왤케 귀여움 ㅋㅋㅋㅋㅋㅋㅋㅋ",룡룡,2023-01-24T14:35:52Z,10
열화맨,zm,2023-01-24T14:34:34Z,0
뼈 없는게 아쉽다,히히히,2023-01-24T14:30:44Z,0
침착맨 덕분에 너무도 즐거운 한해였어요 고맙습니다!,incoen,2023-01-24T14:28:00Z,5
디토 듣는데 왜 온몸에 소름이 쫙 돋냐..,Rasselas Song,2023-01-24T14:26:38Z,4
