comment,author,date,num_likes
근데 솔직히 빅4 아니 빅6팀중에서 토트넘이 지금을 성적을 유지한다는 자체가 가장 신기하게 느껴짐..그만큼 선수 하나하나 따져서 조직력 따져보면 전부 따로노는거 같음. 진짜 지금까지 헤리케인 손흥민 골 덕분에 이렇게 까지 올라온거지(흥미니는 이번시즌 폭망) 솔까 내년에 케인 흥미니(부활해주면) 없으면 토트넘은 중위권에서 놀아도 전혀 놀랍지 않은팀중 하나로 보임.,이승원,2023-01-27T13:14:06Z,23
@한진영 ㄹㅇㅋㅋ 토트넘 올시즌 빅6 상대전적 6전 1무 5패임ㅋㅋㅋㅋㅋ 패배경기보면 진짜 압도적으로 개털림,Bio Logist,2023-01-27T16:44:59Z,0
첼시랑 리퍼풀이 하도 똥망이라 순위는 그냥 이득본듯 ㅋㅋ,한진영,2023-01-27T14:31:16Z,0
지금 5위라고 해서 유지하는게 아니라 리그 전반기때 2위까지 올라갔다가 월드컵 이후 계속 경기력이 하양세 타고있는 중이라 앞으로 어디까지 떨어질지는 아무도 모르죠,Buckston,2023-01-27T14:29:38Z,0
근데 이런 문제점을 콘테는 모르나?!  콘테는 탈압박을 할줄 모르는거 같음,이성미,2023-01-27T14:12:55Z,0
오... 제 댓글을 보신건가 시각자료 써주시니까 더 이해 좋아요ㅠㅠ 그 동안은 조그만 자석판이라 보기 힘들었어요,공수,2023-01-27T13:08:51Z,11
걍 지금 토트넘은 케인 원맨팀이지,형원,2023-01-27T13:07:13Z,24
당장만 그런것도 아님,EAHCNUE,2023-01-27T14:31:32Z,0
전술 뭐 그런거 다 필요없고 케인 원맨쇼하는팀... 그냥 케인 개인기량으로 5위인팀...😢,덕선아어딨니,2023-01-27T14:06:54Z,0
그래서 그나마 352가 현재 토트넘에는 낫다는건데 그것마저도 하지도 않고 그저 윙백쪽에만 무게중심을 두고 무지성 크로스 원툴,프라임,2023-01-27T13:07:02Z,10
"무지성 크로스 원툴?ㅋㅋ<br>셉셉이 장기부상이였고, 손흥민 폼 나락에 모우라는 아예 나올수도 없고 전시즌 3톱이 완전히 붕괴수준..거기에 3백의 매경기 호러쇼...<br>그나마 지금 5위인게 케인의 멱살캐리, 붕괴된 3톱득점대신 페리시치 활용한 세트피스 득점, 벤탕/호이비 득점상승으로 버티고 있는것..<br>지금 이팀에 펩이나 클롭이 온다고 그동안의 상황과 다를것 같나??",Khwan goh,2023-01-27T14:18:28Z,4
"콘테 생각에는 인테르때처럼 페리시치와 에메르송을 최전방으로 올려서 쓰면 페리시치-케인-손흥민-클루셉스키-에메르송 이런식으로 화끈하게 공격전개가 될거라고 생각했는데 문제는 왼쪽에서는 페리시치와 손흥민의 동선과 루틴이 너무 같다는게 문제였고 오른쪽에서는 윙백 에메르송은 아예 폐급자원이 되다 보니 진짜 개판난거죠 ㅋ 그렇다고 중원에서 볼을 간수하면서 전방으로 찔러줄수 있는 브페나 모드리치, 데브라이너 같은 선수가 없다보니 중앙에서 공격전개도 안되고 그렇다고 최종수비라인에서 전방으로 전개하는 패스가 제대로 날아오는것도 아니고 한명은 주력도 느려서 라인컨트롤조차 제대로 안되다 보니 요즘에는 그냥 콘테도 될대로 되라는 식으로 하는거 같더군요",Buckston,2023-01-27T14:00:24Z,3
그냥 442  433 하는게 맞지 윙백 센터백이 기량 미달이 많은데 갸들 전술로 하니 개판이지,마우스,2023-01-27T13:39:24Z,1
@다람쥐 내말의 의미는 꼭 포지션에 의미를 두자는건 아니고 좀더 중앙 지향적으로 간격을 촘촘하게 가져갈수 있는 포지션이 기반이 되야 한다는 뜻에서 말한것이긴 함.<br>중앙에서 경합할수 있는 선수들 위주로 보유한 토트넘이 잘하는걸 배제하고 잘하지도 못하는 날개쪽으로 벌려서만 경기하려고 하니 결국 이도저도 안되는 경기내용이 나올수밖에 없기 때문임. 토트넘 스쿼드는 일단 어찌되든간에 중앙에서 싸워주면서 풀어나가다가 손케를 활용한 빠른 역습형태로 가져가는게 그나마 최선인 스쿼드라고 생각함. 그래서 중앙을 수비지향적으로 안정적으로 무게중심을 두고 풀어나가자는 뜻에서 352를 말한것임. 343은 현재 토트넘 스쿼드에서 이도저도 안되는 애매한 포메라고 봄.,프라임,2023-01-27T13:24:28Z,2
"@다람쥐 원댓 말의 핵심은 현재 스쿼드론 3백의 틀어막는 수비, 2톱의 역술전술이 잘 어울린다는 말인 것 같네요<br> 단순히 윙백영입으로 토트넘의 전술은 답이 없다고 생각하기에 어느정도 공감합니다",열정플라미니,2023-01-27T13:17:33Z,0
핵노잼 닭트넘,엔초,2023-01-27T13:06:14Z,1
1등인가?,밤송이,2023-01-27T13:02:49Z,0
더 이상 토트넘이란 팀은 기대가 할 수없는 팀이 돼버렸음...,임은규,2023-01-27T13:01:52Z,7
